id_incidente,anio,mes,dia_semana,estacion,momento_dia,pais,tipo_area,densidad_poblacion_por_km2,tipo_delito,puntaje_severidad_delito,cantidad_victimas,genero_victima,grupo_edad_victima,lesiones_reportadas,fallecidos,perdida_financiera_usd,arma_utilizada,mes_nombre,inconsistencia_victimas,perdida_atipica,nivel_severidad
CRM0008248,2023,2,Miércoles,Otoño,Tarde (12pm-6pm),Canadá,Remoto,21,Asalto,6.3,1,Femenino,36-45,4,0,33.89,Arma Blanca,Febrero,False,False,Media
CRM0008249,2024,8,Domingo,Invierno,Mañana (6am-12pm),Alemania,Rural,52,Secuestro,7.5,1,Femenino,Menor de 18,5,0,96.77,Vehículo,Agosto,False,False,Alta
CRM0008250,2023,10,Viernes,Invierno,Anochecer (6pm-10pm),México,Urbano,4980,Violencia Doméstica,7.6,1,Masculino,46-55,4,0,109.55,Sin Arma Registrada,Octubre,False,False,Alta
CRM0008251,2024,6,Domingo,Otoño,Noche (10pm-2am),Francia,Urbano,843,Agresión Sexual,8.9,1,Masculino,18-25,4,0,414.14,Objeto Contundente,Junio,False,False,Alta
CRM0008252,2024,7,Domingo,Otoño,Tarde (12pm-6pm),Alemania,Urbano,2762,Hurto,4.4,1,Masculino,18-25,0,0,1389.92,Sin Arma Registrada,Julio,False,False,Media
CRM0008253,2020,1,Domingo,Invierno,Anochecer (6pm-10pm),Estados Unidos,Rural,30,Vandalismo,2.7,1,Femenino,26-35,0,0,77.76,Arma Blanca,Enero,False,False,Baja
CRM0008254,2023,3,Domingo,Otoño,Mañana (6am-12pm),Alemania,Rural,49,Robo,6.5,1,Masculino,18-25,1,0,331.23,Sin Arma Registrada,Marzo,False,False,Media
CRM0008255,2022,1,Sábado,Otoño,Tarde (12pm-6pm),Reino Unido,Suburbano,538,Allanamiento,6.9,1,Masculino,26-35,0,0,206.24,Arma Blanca,Enero,False,False,Alta
CRM0008256,2024,10,Jueves,Invierno,Anochecer (6pm-10pm),India,Suburbano,512,Violencia Doméstica,5.5,5,Femenino,46-55,1,0,99.5,Objeto Contundente,Octubre,False,False,Media
CRM0008257,2021,1,Sábado,Verano,Madrugada (2am-6am),Pakistán,Suburbano,630,Delito de Drogas,6.7,2,Masculino,65+,0,0,21.28,Sin Arma Registrada,Enero,False,False,Alta
CRM0008258,2024,12,Miércoles,Primavera,Noche (10pm-2am),Sudáfrica,Rural,120,Robo,6.6,1,Masculino,26-35,3,0,686.31,Arma de Fuego,Diciembre,False,False,Media
CRM0008259,2023,12,Viernes,Otoño,Anochecer (6pm-10pm),Alemania,Urbano,3159,Allanamiento,5.1,1,Masculino,Menor de 18,0,0,53.84,Arma de Fuego,Diciembre,False,False,Media
CRM0008260,2023,11,Martes,Otoño,Noche (10pm-2am),Sudáfrica,Suburbano,238,Allanamiento,5.3,1,Femenino,Menor de 18,0,0,846.74,Desconocido,Noviembre,False,False,Media
CRM0008261,2020,1,Lunes,Verano,Madrugada (2am-6am),Pakistán,Rural,33,Violencia Doméstica,7.8,1,Masculino,65+,3,0,68.58,Sin Arma Registrada,Enero,False,False,Alta
CRM0008262,2021,4,Jueves,Otoño,Anochecer (6pm-10pm),Nigeria,Rural,84,Violencia Doméstica,7.7,1,Masculino,56-65,4,0,22.82,Arma de Fuego,Abril,False,False,Alta
CRM0008263,2023,7,Jueves,Invierno,Anochecer (6pm-10pm),Nigeria,Suburbano,405,Violencia Doméstica,7.5,1,Masculino,46-55,1,0,50.44,Sin Arma Registrada,Julio,False,False,Alta
CRM0008264,2020,7,Miércoles,Primavera,Madrugada (2am-6am),Estados Unidos,Remoto,23,Cibercrimen,4.1,2,Femenino,36-45,0,0,2519.49,Arma Blanca,Julio,False,True,Media
CRM0008265,2024,12,Sábado,Otoño,Tarde (12pm-6pm),México,Urbano,6550,Allanamiento,4.0,1,Masculino,46-55,0,0,3072.33,Arma Blanca,Diciembre,False,True,Media
CRM0008266,2020,5,Sábado,Verano,Noche (10pm-2am),Canadá,Urbano,371,Fraude,5.7,3,Femenino,36-45,0,0,2019.77,Sin Arma Registrada,Mayo,False,False,Media
CRM0008267,2023,12,Lunes,Invierno,Tarde (12pm-6pm),India,Urbano,1370,Violencia Doméstica,6.2,1,Femenino,26-35,4,0,73.06,Sin Arma Registrada,Diciembre,False,False,Media
CRM0008268,2022,6,Domingo,Verano,Tarde (12pm-6pm),Sudáfrica,Urbano,2957,Vandalismo,3.3,2,Masculino,26-35,0,0,90.56,Desconocido,Junio,False,False,Baja
CRM0008269,2023,2,Lunes,Invierno,Anochecer (6pm-10pm),Alemania,Suburbano,730,Violencia Doméstica,7.4,2,Femenino,65+,4,0,41.75,Arma Blanca,Febrero,False,False,Alta
CRM0008270,2023,5,Domingo,Invierno,Mañana (6am-12pm),Brasil,Suburbano,212,Hurto,3.3,1,Femenino,36-45,0,0,2502.76,Arma de Fuego,Mayo,False,True,Baja
CRM0008271,2022,7,Domingo,Verano,Anochecer (6pm-10pm),Nigeria,Suburbano,364,Fraude,6.0,1,Masculino,Menor de 18,0,0,3568.07,Desconocido,Julio,False,True,Media
CRM0008272,2020,9,Lunes,Primavera,Tarde (12pm-6pm),Pakistán,Urbano,186,Asalto,7.5,2,Masculino,26-35,2,0,16.03,Arma de Fuego,Septiembre,False,False,Alta
CRM0008273,2020,6,Domingo,Otoño,Noche (10pm-2am),Pakistán,Urbano,5577,Violencia Doméstica,7.8,2,Femenino,46-55,4,0,56.51,Arma de Fuego,Junio,False,False,Alta
CRM0008274,2023,12,Miércoles,Verano,Anochecer (6pm-10pm),Indonesia,Urbano,1725,Homicidio,9.2,3,Femenino,Menor de 18,3,1,1335.44,Objeto Contundente,Diciembre,False,False,Alta
CRM0008275,2022,10,Viernes,Primavera,Tarde (12pm-6pm),Canadá,Suburbano,246,Allanamiento,6.3,1,Masculino,56-65,0,0,221.67,Sin Arma Registrada,Octubre,False,False,Media
CRM0008276,2023,4,Lunes,Otoño,Mañana (6am-12pm),India,Rural,48,Delito de Drogas,5.5,1,Masculino,36-45,0,0,83.3,Objeto Contundente,Abril,False,False,Media
CRM0008277,2022,3,Viernes,Otoño,Mañana (6am-12pm),Canadá,Urbano,824,Hurto,2.1,1,Femenino,36-45,0,0,182.91,Sin Arma Registrada,Marzo,False,False,Baja
CRM0008278,2022,9,Lunes,Otoño,Noche (10pm-2am),Pakistán,Urbano,1697,Asalto,5.5,1,Masculino,18-25,2,0,126.74,Sin Arma Registrada,Septiembre,False,False,Media
CRM0008279,2022,7,Lunes,Primavera,Mañana (6am-12pm),Nigeria,Suburbano,697,Asalto,5.4,1,Femenino,36-45,1,0,470.8,Sin Arma Registrada,Julio,False,False,Media
CRM0008280,2020,11,Miércoles,Otoño,Noche (10pm-2am),Sudáfrica,Rural,60,Cibercrimen,3.5,1,Femenino,26-35,0,0,9461.49,Sin Arma Registrada,Noviembre,False,True,Media
CRM0008281,2022,6,Sábado,Verano,Anochecer (6pm-10pm),Canadá,Rural,357,Fraude,3.0,2,Masculino,36-45,0,0,4876.11,Arma de Fuego,Junio,False,True,Baja
CRM0008282,2024,7,Domingo,Verano,Noche (10pm-2am),Sudáfrica,Urbano,3071,Hurto,4.6,2,Masculino,26-35,0,0,466.28,Objeto Contundente,Julio,False,False,Media
CRM0008283,2024,8,Miércoles,Verano,Anochecer (6pm-10pm),Sudáfrica,Rural,165,Asalto,6.7,1,Masculino,26-35,3,0,129.32,Sin Arma Registrada,Agosto,False,False,Alta
CRM0008284,2021,5,Viernes,Primavera,Anochecer (6pm-10pm),Nigeria,Urbano,477,Delito de Drogas,5.1,1,Femenino,26-35,0,0,70.76,Arma Blanca,Mayo,False,False,Media
CRM0008285,2023,3,Lunes,Primavera,Tarde (12pm-6pm),Australia,Rural,40,Fraude,4.6,2,Masculino,36-45,0,0,16501.4,Sin Arma Registrada,Marzo,False,True,Media
CRM0008286,2024,3,Lunes,Otoño,Madrugada (2am-6am),Canadá,Urbano,922,Robo,7.4,1,Femenino,46-55,0,0,407.38,Arma de Fuego,Marzo,False,False,Alta
CRM0008287,2022,2,Lunes,Invierno,Mañana (6am-12pm),India,Rural,130,Homicidio,8.1,1,Desconocido,56-65,1,2,201.92,Sustancia Química,Febrero,True,False,Alta
CRM0008288,2020,8,Miércoles,Invierno,Madrugada (2am-6am),México,Rural,79,Asalto,5.8,1,Masculino,26-35,0,0,47.98,Sin Arma Registrada,Agosto,False,False,Media
CRM0008289,2020,1,Lunes,Primavera,Tarde (12pm-6pm),Egipto,Urbano,512,Allanamiento,6.6,1,Femenino,26-35,0,0,147.27,Arma Blanca,Enero,False,False,Media
CRM0008290,2022,12,Sábado,Invierno,Mañana (6am-12pm),Indonesia,Urbano,8595,Asalto,7.2,1,Masculino,Menor de 18,3,0,601.05,Sin Arma Registrada,Diciembre,False,False,Alta
CRM0008291,2024,8,Miércoles,Invierno,Noche (10pm-2am),India,Suburbano,326,Hurto,3.7,1,Masculino,46-55,0,0,1102.81,Sustancia Química,Agosto,False,False,Media
CRM0008292,2023,3,Miércoles,Verano,Anochecer (6pm-10pm),Nigeria,Rural,102,Asalto,6.4,1,Masculino,36-45,1,0,245.72,Sin Arma Registrada,Marzo,False,False,Media
CRM0008293,2020,9,Viernes,Otoño,Madrugada (2am-6am),India,Rural,30,Robo,6.8,2,Masculino,65+,0,0,1520.65,Sin Arma Registrada,Septiembre,False,False,Alta
CRM0008294,2021,12,Jueves,Otoño,Anochecer (6pm-10pm),Nigeria,Suburbano,583,Asalto,6.4,1,Masculino,46-55,0,0,204.41,Sin Arma Registrada,Diciembre,False,False,Media
CRM0008295,2023,12,Sábado,Invierno,Madrugada (2am-6am),Canadá,Rural,131,Fraude,5.4,3,Femenino,36-45,0,0,4659.49,Arma Blanca,Diciembre,False,True,Media
CRM0008296,2024,11,Miércoles,Primavera,Anochecer (6pm-10pm),India,Suburbano,94,Fraude,5.9,1,Femenino,18-25,0,0,1762.29,Desconocido,Noviembre,False,False,Media
CRM0008297,2023,2,Domingo,Otoño,Anochecer (6pm-10pm),India,Suburbano,668,Allanamiento,4.5,3,Masculino,36-45,0,0,547.25,Arma de Fuego,Febrero,False,False,Media
CRM0008298,2023,10,Sábado,Verano,Tarde (12pm-6pm),India,Remoto,25,Robo,8.4,1,Masculino,26-35,1,0,111.17,Arma de Fuego,Octubre,False,False,Alta
CRM0008299,2020,9,Miércoles,Verano,Anochecer (6pm-10pm),India,Urbano,5141,Asalto,6.0,3,Masculino,18-25,4,0,59.83,Arma Blanca,Septiembre,False,False,Media
CRM0008300,2024,6,Miércoles,Primavera,Noche (10pm-2am),Nigeria,Urbano,299,Robo,7.5,1,Femenino,Menor de 18,3,1,154.35,Sin Arma Registrada,Junio,False,False,Alta
CRM0008301,2023,1,Lunes,Otoño,Mañana (6am-12pm),Francia,Rural,157,Hurto,3.8,1,Femenino,36-45,0,0,2852.62,Desconocido,Enero,False,True,Media
CRM0008302,2021,5,Domingo,Otoño,Madrugada (2am-6am),Pakistán,Urbano,2905,Allanamiento,5.5,1,Femenino,56-65,0,0,399.58,Arma Blanca,Mayo,False,False,Media
CRM0008303,2023,10,Viernes,Otoño,Tarde (12pm-6pm),Egipto,Urbano,498,Delito de Drogas,5.7,4,Masculino,36-45,0,0,78.04,Sin Arma Registrada,Octubre,False,False,Media
CRM0008304,2021,9,Viernes,Otoño,Anochecer (6pm-10pm),Sudáfrica,Suburbano,504,Hurto,2.3,2,Femenino,18-25,0,0,193.18,Arma Blanca,Septiembre,False,False,Baja
CRM0008305,2020,6,Domingo,Otoño,Anochecer (6pm-10pm),Reino Unido,Urbano,2229,Hurto,3.3,2,Femenino,Menor de 18,0,0,332.95,Objeto Contundente,Junio,False,False,Baja
CRM0008306,2021,7,Jueves,Invierno,Mañana (6am-12pm),Sudáfrica,Urbano,1346,Cibercrimen,3.8,1,Masculino,46-55,0,0,1410.22,Arma Blanca,Julio,False,False,Media
CRM0008307,2021,4,Martes,Primavera,Anochecer (6pm-10pm),Brasil,Urbano,2370,Hurto,2.3,2,Femenino,56-65,0,0,90.73,Sin Arma Registrada,Abril,False,False,Baja
CRM0008308,2022,1,Jueves,Verano,Tarde (12pm-6pm),Turquía,Urbano,2452,Cibercrimen,3.6,1,Masculino,36-45,0,0,900.29,Arma de Fuego,Enero,False,False,Media
CRM0008309,2022,5,Lunes,Primavera,Mañana (6am-12pm),Pakistán,Rural,151,Asalto,6.8,4,Masculino,46-55,3,0,29.6,Desconocido,Mayo,False,False,Alta
CRM0008310,2022,2,Domingo,Invierno,Noche (10pm-2am),Estados Unidos,Urbano,1040,Cibercrimen,3.6,2,Masculino,46-55,0,0,4046.59,Sin Arma Registrada,Febrero,False,True,Media
CRM0008311,2022,8,Viernes,Invierno,Noche (10pm-2am),Turquía,Rural,58,Hurto,2.5,5,Masculino,18-25,0,0,1289.64,Objeto Contundente,Agosto,False,False,Baja
CRM0008312,2021,4,Sábado,Verano,Noche (10pm-2am),Sudáfrica,Urbano,1518,Fraude,5.2,3,Masculino,56-65,0,0,1745.65,Sin Arma Registrada,Abril,False,False,Media
CRM0008313,2020,1,Viernes,Verano,Anochecer (6pm-10pm),México,Remoto,8,Allanamiento,6.7,3,Masculino,26-35,0,0,733.2,Objeto Contundente,Enero,False,False,Alta
CRM0008314,2023,10,Sábado,Invierno,Mañana (6am-12pm),Alemania,Rural,96,Allanamiento,6.4,4,Masculino,56-65,0,0,289.46,Desconocido,Octubre,False,False,Media
CRM0008315,2022,7,Lunes,Invierno,Noche (10pm-2am),Brasil,Suburbano,337,Fraude,6.6,1,Masculino,26-35,0,0,10840.88,Arma Blanca,Julio,False,True,Media
CRM0008316,2021,12,Viernes,Invierno,Tarde (12pm-6pm),Nigeria,Suburbano,306,Fraude,5.3,3,Femenino,36-45,0,0,2397.73,Sin Arma Registrada,Diciembre,False,True,Media
CRM0008317,2024,11,Martes,Invierno,Anochecer (6pm-10pm),Australia,Suburbano,538,Tráfico de Personas,8.8,1,Desconocido,36-45,0,0,27019.52,Arma de Fuego,Noviembre,False,True,Alta
CRM0008318,2023,2,Domingo,Otoño,Noche (10pm-2am),Sudáfrica,Rural,33,Asalto,7.2,2,Masculino,26-35,2,0,99.69,Sin Arma Registrada,Febrero,False,False,Alta
CRM0008319,2024,3,Sábado,Verano,Anochecer (6pm-10pm),Egipto,Suburbano,191,Robo,6.8,2,Masculino,56-65,1,0,2954.13,Arma de Fuego,Marzo,False,True,Alta
CRM0008320,2022,9,Jueves,Primavera,Noche (10pm-2am),Reino Unido,Rural,109,Robo,6.2,1,Desconocido,46-55,3,1,77.73,Objeto Contundente,Septiembre,False,False,Media
CRM0008321,2020,9,Martes,Otoño,Mañana (6am-12pm),Sudáfrica,Remoto,26,Robo,7.0,1,Femenino,36-45,0,0,469.05,Sin Arma Registrada,Septiembre,False,False,Alta
CRM0008322,2023,2,Sábado,Otoño,Madrugada (2am-6am),India,Suburbano,672,Homicidio,8.6,1,Femenino,36-45,1,1,84.01,Vehículo,Febrero,False,False,Alta
CRM0008323,2021,3,Lunes,Verano,Noche (10pm-2am),Pakistán,Urbano,1989,Allanamiento,6.0,1,Masculino,65+,0,0,712.68,Objeto Contundente,Marzo,False,False,Media
CRM0008324,2022,11,Sábado,Verano,Noche (10pm-2am),Canadá,Rural,30,Fraude,5.2,1,Masculino,18-25,0,0,469.2,Sin Arma Registrada,Noviembre,False,False,Media
CRM0008325,2020,12,Miércoles,Invierno,Tarde (12pm-6pm),Estados Unidos,Rural,51,Robo,6.4,5,Masculino,18-25,0,0,124.14,Arma Blanca,Diciembre,False,False,Media
CRM0008326,2024,9,Miércoles,Invierno,Tarde (12pm-6pm),India,Rural,137,Homicidio,9.8,2,Masculino,26-35,1,3,74.98,Arma de Fuego,Septiembre,True,False,Alta
CRM0008327,2020,1,Lunes,Invierno,Anochecer (6pm-10pm),Estados Unidos,Urbano,3754,Allanamiento,5.8,1,Masculino,26-35,0,0,156.84,Sin Arma Registrada,Enero,False,False,Media
CRM0008328,2024,2,Miércoles,Invierno,Anochecer (6pm-10pm),Canadá,Suburbano,164,Cibercrimen,4.4,1,Masculino,56-65,0,0,1933.77,Sin Arma Registrada,Febrero,False,False,Media
CRM0008329,2024,11,Miércoles,Invierno,Noche (10pm-2am),Egipto,Urbano,1018,Delito de Drogas,6.8,1,Masculino,18-25,0,0,9.59,Sin Arma Registrada,Noviembre,False,False,Alta
CRM0008330,2022,2,Lunes,Invierno,Anochecer (6pm-10pm),Nigeria,Urbano,1677,Cibercrimen,3.3,1,Masculino,36-45,0,0,5738.94,Objeto Contundente,Febrero,False,True,Baja
CRM0008331,2023,10,Domingo,Otoño,Mañana (6am-12pm),India,Urbano,4385,Agresión Sexual,9.4,1,Masculino,26-35,0,0,292.79,Sin Arma Registrada,Octubre,False,False,Alta
CRM0008332,2023,3,Domingo,Verano,Madrugada (2am-6am),Reino Unido,Suburbano,434,Hurto,3.1,2,Masculino,26-35,0,0,34.8,Arma de Fuego,Marzo,False,False,Baja
CRM0008333,2024,10,Lunes,Primavera,Anochecer (6pm-10pm),India,Rural,41,Violencia Doméstica,7.1,5,Femenino,36-45,0,0,139.06,Arma Blanca,Octubre,False,False,Alta
CRM0008334,2022,3,Jueves,Otoño,Madrugada (2am-6am),Alemania,Suburbano,186,Vandalismo,3.8,1,Masculino,65+,0,0,19.36,Sin Arma Registrada,Marzo,False,False,Media
CRM0008335,2023,10,Lunes,Invierno,Anochecer (6pm-10pm),Pakistán,Urbano,1991,Hurto,3.6,1,Masculino,56-65,0,0,217.31,Objeto Contundente,Octubre,False,False,Media
CRM0008336,2022,2,Jueves,Verano,Noche (10pm-2am),Estados Unidos,Urbano,887,Agresión Sexual,7.1,3,Femenino,18-25,1,0,144.32,Vehículo,Febrero,False,False,Alta
CRM0008337,2024,8,Miércoles,Verano,Noche (10pm-2am),Reino Unido,Urbano,1057,Robo,6.1,2,Masculino,26-35,2,0,251.6,Arma de Fuego,Agosto,False,False,Media
CRM0008338,2022,8,Domingo,Primavera,Noche (10pm-2am),Indonesia,Urbano,302,Asalto,6.0,1,Masculino,36-45,0,0,53.1,Sin Arma Registrada,Agosto,False,False,Media
CRM0008339,2022,8,Jueves,Primavera,Noche (10pm-2am),Reino Unido,Urbano,907,Incendio Provocado,8.3,1,Femenino,65+,9,0,27.75,Vehículo,Agosto,False,False,Alta
CRM0008340,2023,2,Sábado,Invierno,Anochecer (6pm-10pm),Pakistán,Urbano,7148,Fraude,4.2,1,Femenino,18-25,0,0,2473.83,Arma de Fuego,Febrero,False,True,Media
CRM0008341,2024,9,Sábado,Invierno,Anochecer (6pm-10pm),Estados Unidos,Suburbano,434,Vandalismo,2.0,1,Masculino,46-55,0,0,38.3,Objeto Contundente,Septiembre,False,False,Baja
CRM0008342,2023,11,Jueves,Otoño,Madrugada (2am-6am),Brasil,Suburbano,236,Hurto,4.4,1,Masculino,18-25,0,0,204.82,Vehículo,Noviembre,False,False,Media
CRM0008343,2021,7,Martes,Primavera,Tarde (12pm-6pm),Australia,Rural,129,Agresión Sexual,7.3,1,Masculino,36-45,4,0,94.93,Arma de Fuego,Julio,False,False,Alta
CRM0008344,2022,12,Sábado,Primavera,Noche (10pm-2am),Sudáfrica,Urbano,387,Asalto,7.5,1,Masculino,36-45,4,0,248.98,Arma de Fuego,Diciembre,False,False,Alta
CRM0008345,2024,5,Sábado,Invierno,Anochecer (6pm-10pm),Pakistán,Rural,29,Homicidio,8.5,1,Masculino,36-45,2,1,143.86,Sin Arma Registrada,Mayo,False,False,Alta
CRM0008346,2023,7,Viernes,Primavera,Madrugada (2am-6am),México,Remoto,17,Homicidio,8.1,1,Masculino,18-25,1,3,31.37,Sin Arma Registrada,Julio,True,False,Alta
CRM0008347,2024,8,Sábado,Otoño,Anochecer (6pm-10pm),Egipto,Rural,178,Fraude,3.5,1,Masculino,36-45,0,0,3314.34,Arma Blanca,Agosto,False,True,Media
CRM0008348,2020,9,Domingo,Primavera,Madrugada (2am-6am),Australia,Suburbano,296,Vandalismo,3.9,2,Masculino,46-55,0,0,145.7,Vehículo,Septiembre,False,False,Media
CRM0008349,2022,2,Sábado,Invierno,Tarde (12pm-6pm),India,Rural,72,Fraude,4.8,1,Femenino,36-45,0,0,4032.63,Sin Arma Registrada,Febrero,False,True,Media
CRM0008350,2023,6,Martes,Primavera,Tarde (12pm-6pm),Reino Unido,Rural,138,Violencia Doméstica,5.8,2,Femenino,26-35,2,0,226.49,Sin Arma Registrada,Junio,False,False,Media
CRM0008351,2024,9,Miércoles,Invierno,Anochecer (6pm-10pm),Alemania,Urbano,4117,Agresión Sexual,8.6,1,Femenino,18-25,0,0,28.25,Sin Arma Registrada,Septiembre,False,False,Alta
CRM0008352,2020,6,Viernes,Verano,Noche (10pm-2am),Canadá,Rural,111,Cibercrimen,5.0,1,Masculino,26-35,0,0,1551.04,Sin Arma Registrada,Junio,False,False,Media
CRM0008353,2024,2,Jueves,Primavera,Noche (10pm-2am),Nigeria,Suburbano,258,Hurto,3.0,2,Masculino,65+,0,0,3985.67,Sin Arma Registrada,Febrero,False,True,Baja
CRM0008354,2022,1,Lunes,Primavera,Mañana (6am-12pm),Brasil,Rural,172,Hurto,4.2,1,Masculino,46-55,0,0,734.2,Arma Blanca,Enero,False,False,Media
CRM0008355,2021,12,Miércoles,Invierno,Tarde (12pm-6pm),India,Suburbano,508,Violencia Doméstica,5.8,2,Femenino,18-25,4,0,13.74,Arma de Fuego,Diciembre,False,False,Media
CRM0008356,2021,3,Domingo,Otoño,Noche (10pm-2am),Egipto,Suburbano,202,Asalto,5.3,4,Femenino,26-35,2,0,244.47,Sin Arma Registrada,Marzo,False,False,Media
CRM0008357,2021,11,Lunes,Otoño,Mañana (6am-12pm),Brasil,Remoto,48,Incendio Provocado,7.6,1,Masculino,46-55,0,0,43.71,Arma Blanca,Noviembre,False,False,Alta
CRM0008358,2022,5,Viernes,Invierno,Noche (10pm-2am),Pakistán,Urbano,1419,Robo,6.5,2,Masculino,18-25,4,0,1077.03,Arma Blanca,Mayo,False,False,Media
CRM0008359,2020,7,Domingo,Otoño,Noche (10pm-2am),Nigeria,Suburbano,305,Cibercrimen,5.8,1,Femenino,Menor de 18,0,0,2062.59,Sin Arma Registrada,Julio,False,False,Media
CRM0008360,2021,10,Miércoles,Verano,Noche (10pm-2am),Pakistán,Urbano,1325,Asalto,5.0,1,Masculino,Menor de 18,2,0,372.96,Arma de Fuego,Octubre,False,False,Media
CRM0008361,2024,10,Viernes,Otoño,Madrugada (2am-6am),India,Urbano,3031,Asalto,7.3,2,Femenino,Menor de 18,0,0,125.59,Sin Arma Registrada,Octubre,False,False,Alta
CRM0008362,2020,3,Miércoles,Invierno,Noche (10pm-2am),Pakistán,Suburbano,248,Hurto,2.8,1,Masculino,26-35,0,0,568.62,Sin Arma Registrada,Marzo,False,False,Baja
CRM0008363,2021,9,Sábado,Invierno,Mañana (6am-12pm),Nigeria,Urbano,1915,Robo,8.5,2,Masculino,46-55,3,0,2081.36,Arma Blanca,Septiembre,False,False,Alta
CRM0008364,2022,10,Viernes,Invierno,Mañana (6am-12pm),Pakistán,Suburbano,393,Robo,6.2,2,Masculino,46-55,4,1,506.03,Arma Blanca,Octubre,False,False,Media
CRM0008365,2022,12,Viernes,Otoño,Mañana (6am-12pm),Alemania,Urbano,2119,Allanamiento,6.9,1,Masculino,26-35,0,0,98.82,Sin Arma Registrada,Diciembre,False,False,Alta
CRM0008366,2023,4,Sábado,Otoño,Anochecer (6pm-10pm),Reino Unido,Rural,62,Hurto,2.3,2,Femenino,26-35,0,0,124.33,Sin Arma Registrada,Abril,False,False,Baja
CRM0008367,2022,10,Miércoles,Verano,Noche (10pm-2am),Estados Unidos,Suburbano,475,Cibercrimen,5.4,2,Masculino,Menor de 18,0,0,19302.54,Sin Arma Registrada,Octubre,False,True,Media
CRM0008368,2023,2,Miércoles,Verano,Anochecer (6pm-10pm),Estados Unidos,Urbano,5556,Vandalismo,2.6,1,Desconocido,46-55,0,0,6.11,Arma Blanca,Febrero,False,False,Baja
CRM0008369,2023,3,Domingo,Verano,Madrugada (2am-6am),Francia,Suburbano,523,Cibercrimen,4.3,2,Masculino,26-35,0,0,968.91,Sin Arma Registrada,Marzo,False,False,Media
CRM0008370,2020,5,Viernes,Otoño,Noche (10pm-2am),India,Urbano,1954,Extorsión,5.8,5,Masculino,46-55,0,0,225676.25,Arma Blanca,Mayo,False,True,Media
CRM0008371,2021,3,Martes,Verano,Tarde (12pm-6pm),Pakistán,Urbano,1299,Agresión Sexual,9.5,1,Masculino,18-25,0,0,104.51,Sin Arma Registrada,Marzo,False,False,Alta
CRM0008372,2022,5,Domingo,Primavera,Tarde (12pm-6pm),Reino Unido,Urbano,535,Hurto,2.6,2,Femenino,46-55,0,0,594.95,Objeto Contundente,Mayo,False,False,Baja
CRM0008373,2022,4,Lunes,Invierno,Noche (10pm-2am),Egipto,Remoto,37,Allanamiento,6.2,4,Femenino,26-35,0,0,158.98,Sin Arma Registrada,Abril,False,False,Media
CRM0008374,2023,11,Lunes,Otoño,Tarde (12pm-6pm),Reino Unido,Rural,60,Allanamiento,5.3,3,Masculino,18-25,0,0,689.18,Arma Blanca,Noviembre,False,False,Media
CRM0008375,2023,10,Sábado,Invierno,Mañana (6am-12pm),Pakistán,Suburbano,101,Fraude,7.0,1,Masculino,18-25,0,0,9348.88,Sin Arma Registrada,Octubre,False,True,Alta
CRM0008376,2022,3,Miércoles,Otoño,Noche (10pm-2am),Turquía,Urbano,1624,Fraude,5.4,2,Desconocido,56-65,0,0,1748.7,Sin Arma Registrada,Marzo,False,False,Media
CRM0008377,2021,12,Jueves,Otoño,Anochecer (6pm-10pm),India,Urbano,1629,Homicidio,8.2,1,Masculino,56-65,3,2,162.25,Arma de Fuego,Diciembre,True,False,Alta
CRM0008378,2021,6,Martes,Otoño,Mañana (6am-12pm),México,Rural,43,Asalto,6.3,1,Masculino,18-25,2,0,47.53,Objeto Contundente,Junio,False,False,Media
CRM0008379,2023,8,Domingo,Otoño,Noche (10pm-2am),Estados Unidos,Urbano,1887,Hurto,2.2,1,Masculino,26-35,0,0,213.38,Sin Arma Registrada,Agosto,False,False,Baja
CRM0008380,2022,12,Sábado,Verano,Noche (10pm-2am),Canadá,Suburbano,704,Homicidio,8.6,1,Masculino,26-35,3,1,149.44,Vehículo,Diciembre,False,False,Alta
CRM0008381,2022,4,Miércoles,Invierno,Mañana (6am-12pm),Sudáfrica,Urbano,1999,Robo,7.0,1,Masculino,36-45,4,0,4208.14,Objeto Contundente,Abril,False,True,Alta
CRM0008382,2021,9,Jueves,Primavera,Anochecer (6pm-10pm),Sudáfrica,Urbano,1510,Allanamiento,6.6,2,Femenino,36-45,0,0,72.31,Arma Blanca,Septiembre,False,False,Media
CRM0008383,2023,6,Sábado,Primavera,Tarde (12pm-6pm),Australia,Urbano,2894,Secuestro,8.7,3,Desconocido,46-55,1,0,92.44,Sin Arma Registrada,Junio,False,False,Alta
CRM0008384,2024,5,Sábado,Primavera,Noche (10pm-2am),Francia,Suburbano,451,Allanamiento,4.0,3,Femenino,36-45,0,0,1290.46,Arma Blanca,Mayo,False,False,Media
CRM0008385,2021,3,Martes,Verano,Anochecer (6pm-10pm),Nigeria,Urbano,1465,Vandalismo,2.6,1,Femenino,26-35,0,0,39.93,Arma Blanca,Marzo,False,False,Baja
CRM0008386,2022,5,Viernes,Invierno,Noche (10pm-2am),Nigeria,Rural,73,Fraude,3.9,2,Masculino,46-55,0,0,8154.95,Sustancia Química,Mayo,False,True,Media
CRM0008387,2024,5,Sábado,Primavera,Madrugada (2am-6am),Indonesia,Remoto,11,Delito de Drogas,5.0,1,Femenino,18-25,0,0,158.99,Arma de Fuego,Mayo,False,False,Media
